codigo,nombre,latitud,longitud,elevacion,comuna,region,primera_lectura
VDCH-105,Luis Felipe Edwards - Leyda,-33.6711073,-71.5370882,,San Antonio,Valparaíso,2010-01-01 0:00
VDCH-108,Luis Felipe Edwards - Mantul,-35.9298435,-71.7748861,,Retiro,Maule,2010-01-01 0:00
VDCH-107,Luis Felipe Edwards - Puquillay,-34.6799266,-71.1307992,,Nancagua,O'Higgins,2010-01-01 0:00
VDCH-55,Luis Felipe Edwards – Santo Domingo,-33.737533,-71.639331,89,Santo Domingo,Valparaíso,2022-08-24 0:00
VDCH-54,Luis Felipe Edwards-Las Rosas,-35.889749,-71.856565,124,Retiro,Maule,2018-04-18 0:00
VDCH-4,Luis Felipe Edwards-Leyda,-33.73975,-71.636778,,Santo Domingo,Valparaíso,2010-01-01 0:00
VDCH-53,Luis Felipe Edwards-Pumanque,-34.640893,-71.776318,85,Pumanque,O'Higgins,2018-04-18 0:00
VDCH-28,Montes,-34.34055556,-71.65222222,,Marchihue,O'Higgins,2010-01-01 0:00
VDCH-302,Montes - Apalta,-34.61104,-71.27045,,Santa Cruz,O'Higgins,2010-01-01 0:00
VDCH-303,Montes - Chiloé,-42.323,-73.24497,,Quemchi,Los Lagos,2010-01-01 0:00
VDCH-301,Montes - Marchigue,-34.34059,-71.65213,,Marchihue,O'Higgins,2010-01-01 0:00
VDCH-11,Morandé,-33.58138889,-70.71666667,,San Bernardo,Metropolitana,2010-01-01 0:00
VDCH-12,Morandé - Romeral,-33.70638889,-70.77277778,,Buin,Metropolitana,2010-01-01 0:00
VDCH-43,Odjfell,-36.14472222,-72.26583333,,Cauquenes,Maule,2010-01-01 0:00
VDCH-17,Pérez Cruz,-33.84305556,-70.61972222,462,Buin,Metropolitana,2011-01-04 0:00
VDCH-15,San Pedro,-33.76888889,-70.92972222,323,Paine,Metropolitana,2011-12-18 0:00
VDCH-19,San Pedro-El Tránsito,-33.77111111,-70.68555556,448,Paine,Metropolitana,2011-01-01 0:00
VDCH-35,San Pedro-Molina,-35.10305556,-71.33833333,230,Molina,Maule,2011-01-01 0:00
VDCH-38,San Pedro-Pencahue,-35.33388889,-71.76916667,69,Pencahue,Maule,2011-01-01 0:00
VDCH-22,San Pedro-Totihue,-34.34111111,-70.72777778,410,Requinoa,O'Higgins,2011-01-01 0:00
VDCH-20,Santa Carolina,-33.59972222,-70.64972222,,Paine,Metropolitana,2010-01-01 0:00
VDCH-307,Santa Carolina - El Encuentro,-35.89338,-72.03633,,Cauquenes,Maule,2010-01-01 0:00
VDCH-305,Santa Carolina - Llallauquén,-34.22344,-71.41124,,Las Cabras,O'Higgins,2010-01-01 0:00
VDCH-306,Santa Carolina - San Francisco,-36.06524,-72.4629,,Cauquenes,Maule,2010-01-01 0:00
VDCH-304,Santa Carolina - Totihue,-34.33721,-70.80092,,Requinoa,O'Higgins,2010-01-01 0:00
VDCH-13,Santa Rita,-33.71861111,-70.66916667,518,Buin,Metropolitana,2011-01-18 0:00
VDCH-201,Santa Rita - Alhué,-34.028,-71.1429,,Alhué,Metropolitana,2010-01-01 0:00
VDCH-204,Santa Rita - Apalta,-34.6094,-71.2854,,Santa Cruz,O'Higgins,2010-01-01 0:00
VDCH-206,Santa Rita - Porvenir,-35.1725,-71.2755,,Molina,Maule,2010-01-01 0:00
VDCH-46,Siegel,-34.52545,-70.88758,347,San Fernando,O'Higgins,2017-07-07 0:00
VDCH-47,Sierras de Bellavista,-34.815583,-70.751067,,San Fernando,O'Higgins,2010-01-01 0:00
VDCH-2,Tamaya,-30.56638889,-71.39611111,,Ovalle,Coquimbo,2010-01-01 0:00
VDCH-34,Terramater,-35.01444444,-71.43166667,,Sagrada Familia,Maule,2010-01-01 0:00
VDCH-40,Torres,-35.56722222,-72.29,496,San Javier,Maule,2011-03-22 0:00
VDCH-42,Undurraga,-35.99666667,-72.26166667,,Cauquenes,Maule,2010-01-01 0:00
VDCH-18,Ventisquero,-34.0225,-71.34416667,180,Buin,Metropolitana,2011-01-01 0:00
VDCH-45,Ventisquero - Leyda,-33.68548333,-71.54943056,219,San Antonio,Valparaíso,2016-04-07 0:00
VDCH-27,Ventisquero-Apalta,-34.60805556,-71.24694444,365,Santa Cruz,O'Higgins,2011-08-31 0:00
VDCH-29,Ventisquero-Patacón,-34.857965,-71.755156,,Lolol,O'Higgins,2010-01-01 0:00
VDCH-31,Ventisquero-Peralillo,-34.39444444,-71.44555556,141,Peralillo,O'Higgins,2012-10-18 0:00
VDCH-8,Ventisquero-Tapihue,-33.30055556,-71.28333333,321,Casablanca,Valparaíso,2012-10-10 0:00
VDCH-48,Via Wines,-35.0904667,-71.177367,,Curicó,Maule,2010-01-01 0:00
VDCH-33,Viñedos Puertas,-34.98694444,-71.27972222,192,Curicó,Maule,2017-10-26 0:00
VDCH-52,Viu Manent – Peralillo,-34.49583333,-71.49166667,157,Peralillo,O'Higgins,2018-07-09 0:00
VDCH-51,Viu Manent – Santa Cruz,-34.64611111,-71.31361111,181,Santa Cruz,O'Higgins,2018-10-05 0:00
VDCH-111,VP - Cauquenes,-35.759194,-72.069611,,Cauquenes,Maule,2010-01-01 0:00
VDCH-109,VP - Curicó,-35.023972,-71.151389,,Curicó,Maule,2010-01-01 0:00
VDCH-112,VP - Maule,-35.527889,-71.614778,,Maule,Maule,2010-01-01 0:00
VDCH-113,VP - Nancagua,-34.651639,-71.216778,,Nancagua,O'Higgins,2010-01-01 0:00
VDCH-110,VP - Retiro,-36.018778,-71.772639,,Retiro,Maule,2010-01-01 0:00
VDCH-10,William Fevre,-33.67138889,-70.58166667,662,Pirque,Metropolitana,2016-04-04 0:00
